Status da tarefa de depósito;Data da confirmação;Hora da confirmação;Atividade;Tipo proc.depósito;Código de exceção;Fila;Itinerário;Confirmado por;Produto;Descrição breve do produto;Lote;PD origem;Tp.depósito origem;Tarefa depós.p/UC;Qtd.prev.origem UMB;PD destino;Área de atividade;UC de origem;Tipo depós.destino;UC de destino;Qtd.real destino UMB;Qtd.dif.destino UMB;Autor;Data de criação;Hora da criação
C;11/02/2025;13:57:15;INTL;P340;SPLT;T-MAN;;SBISPO;400015576;DERSIN OLEO DE GIRASSOL ALMOT 100ML AVO.;2411058;228.24.1;PR30;;1;AVARIAS;PR30;1641894;AVA0;50001881748;1;0;SBISPO;11/02/2025;13:57:15
C;11/02/2025;16:27:30;INTL;AUTO;;T-MAN;;FRODRIGUES;400000431;METOPROLOL TART.G.BIO 100MG 30CP;2412441;;;X;2;AVARIAS;DEV0;10004243762;AVA0;10004243762;2;0;FRODRIGUES;11/02/2025;16:27:25
C;11/02/2025;19:03:38;INTL;P340;;T-MAN;;SBISPO;400006857;DEXA+CIAN+TIAM+PIR G.EUR SOL INJ AMP 2ML;919320;112.33.1.2;PK10;;72;DIV MEDICAMENTO;PK10;10004125153;SEG0;50001883359;72;0;SBISPO;11/02/2025;19:03:38
C;11/02/2025;20:42:56;INTL;P340;;T-MAN;;FBRANDES;400004329;LOSARTANA G.PLB 50MG 30CP;237378;MESA;Y831;;1;DIV MEDICAMENTO;Y831;50001881966;SEG0;50001883724;1;0;FBRANDES;11/02/2025;20:42:56
C;11/02/2025;20:43:43;INTL;P340;;T-MAN;;SBISPO;400007588;COLETOR UNI 70ML EST FAX.;0000000873;236.28.4;PR30;;70;DIV MEDICAMENTO;PR30;50001872844;SEG0;50001883730;70;0;SBISPO;11/02/2025;20:43:43
C;11/02/2025;23:22:12;INTL;P340;;T-MAN;;ARFERREIRA;400010469;LORITIL 10MG 12 CP LORATADINA GEO;2413539;211.38.1;PR10;;53;DIV MEDICAMENTO;PR10;1714660;SEG0;50001883725;53;0;ARFERREIRA;11/02/2025;23:22:12
C;11/02/2025;23:25:36;INTL;P340;;T-MAN;;ARFERREIRA;400004743;CEFADROXILA G.TEU 500MG 8CA(*);3019107;212.32.1;PR10;;1;DIV MEDICAMENTO;PR10;1692799;SEG0;50001883726;1;0;ARFERREIRA;11/02/2025;23:25:36
C;11/02/2025;23:27:07;INTL;P340;;T-MAN;;ARFERREIRA;400001710;LANZOPEPT 30MG 28CA LANSOPRAZOL GEO.;2414627;215.01.4;FW10;;4;DIV MEDICAMENTO;FW10;1721604;SEG0;50001883727;4;0;ARFERREIRA;11/02/2025;23:27:07
C;11/02/2025;23:29:20;INTL;P340;;T-MAN;;LCOSTA;400001794;VALYANNE 215MG 20CP VALERIANA GEO.;2404824;213.22.3;PR10;;1;DIV MEDICAMENTO;PR10;1708368;SEG0;50001883728;1;0;LCOSTA;11/02/2025;23:29:20
C;11/02/2025;23:30:26;INTL;P340;;T-MAN;;LCOSTA;400001794;VALYANNE 215MG 20CP VALERIANA GEO.;2404824;213.22.3;PR10;;1;DIV MEDICAMENTO;PR10;1706779;SEG0;50001883729;1;0;LCOSTA;11/02/2025;23:30:26
C;11/02/2025;23:32:48;INTL;P340;;T-MAN;;ARFERREIRA;400009191;DIPIRONA G. MDY 1 G 10 CP;EKP11447;214.12.1;PR10;;3;DIV MEDICAMENTO;PR10;1911308;SEG0;50001883740;3;0;ARFERREIRA;11/02/2025;23:32:48
C;11/02/2025;23:33:54;INTL;P340;;T-MAN;;ARFERREIRA;400009191;DIPIRONA G. MDY 1 G 10 CP;EKP11447;214.12.1;PR10;;1;DIV MEDICAMENTO;PR10;1902601;SEG0;50001883742;1;0;ARFERREIRA;11/02/2025;23:33:54
C;11/02/2025;23:34:56;INTL;P340;;T-MAN;;ARFERREIRA;400004415;ACECLOFENACO G.RAN 100MG 12CP;DFF0341A;215.22.6;PR10;;1;DIV MEDICAMENTO;PR10;1703462;SEG0;50001883744;1;0;ARFERREIRA;11/02/2025;23:34:56
C;11/02/2025;23:46:28;INTL;P340;;T-MAN;;ARFERREIRA;400007034;GLICLAZIDA G. RAN 60 MG 30 CP LIB PROL;PTF5101A;218.26.3;PR10;;2;DIV MEDICAMENTO;PR10;1720859;SEG0;50001883745;2;0;ARFERREIRA;11/02/2025;23:46:28
C;11/02/2025;23:46:49;INTL;P340;;T-MAN;;ARFERREIRA;400002827;NATUS GERIN50CA PANAX GINSENG+ASSOC LEG.;4K6005;218.04.3;FW10;;49;DIV MEDICAMENTO;FW10;1913117;SEG0;50001883746;49;0;ARFERREIRA;11/02/2025;23:46:49
C;11/02/2025;23:47:14;INTL;P340;;T-MAN;;ARFERREIRA;400002827;NATUS GERIN50CA PANAX GINSENG+ASSOC LEG.;4K6005;218.04.3;FW10;;24;DIV MEDICAMENTO;FW10;1913068;SEG0;50001883747;24;0;ARFERREIRA;11/02/2025;23:47:14
C;11/02/2025;23:47:38;INTL;P340;;T-MAN;;ARFERREIRA;400002827;NATUS GERIN50CA PANAX GINSENG+ASSOC LEG.;4I1887;218.04.3;FW10;;1;DIV MEDICAMENTO;FW10;1717688;SEG0;50001883748;1;0;ARFERREIRA;11/02/2025;23:47:38
C;11/02/2025;23:49:12;INTL;P340;;T-MAN;;ARFERREIRA;400006866;RIVAROXABANA G. EMS 20 MG 30 CP;4K1838;218.34.3;PR10;;4;DIV MEDICAMENTO;PR10;1722877;SEG0;50001883749;4;0;ARFERREIRA;11/02/2025;23:49:12
C;11/02/2025;23:49:24;INTL;P340;;T-MAN;;ARFERREIRA;400006866;RIVAROXABANA G. EMS 20 MG 30 CP;4L0774;218.34.3;PR10;;4;DIV MEDICAMENTO;PR10;1900268;SEG0;50001883750;4;0;ARFERREIRA;11/02/2025;23:49:24
C;11/02/2025;23:52:21;INTL;P340;;T-MAN;;LCOSTA;400007001;MELOXICAM G. PLB 15 MG 10 CP;244970;219.13.4;PR10;;1;DIV MEDICAMENTO;PR10;1901438;SEG0;50001883751;1;0;LCOSTA;11/02/2025;23:52:21
C;11/02/2025;23:52:53;INTL;P340;;T-MAN;;LCOSTA;400007001;MELOXICAM G. PLB 15 MG 10 CP;244970;219.13.4;PR10;;30;DIV MEDICAMENTO;PR10;1902832;SEG0;50001883752;30;0;LCOSTA;11/02/2025;23:52:53
C;11/02/2025;23:53:15;INTL;P340;;T-MAN;;LCOSTA;400007001;MELOXICAM G. PLB 15 MG 10 CP;243324;219.13.4;PR10;;1;DIV MEDICAMENTO;PR10;1428071;SEG0;50001883753;1;0;LCOSTA;11/02/2025;23:53:15
C;11/02/2025;23:53:47;INTL;P340;;T-MAN;;LCOSTA;400007001;MELOXICAM G. PLB 15 MG 10 CP;244970;219.13.4;PR10;;1;DIV MEDICAMENTO;PR10;1910366;SEG0;50001883755;1;0;LCOSTA;11/02/2025;23:53:47
C;11/02/2025;23:54:06;INTL;P340;;T-MAN;;LCOSTA;400000044;SENEBEM 350MG20CA SENNA ALEXANDRINA AIR.;24J0375;224.27.2;PR10;;30;DIV MEDICAMENTO;PR10;1667927;SEG0;50001883756;30;0;LCOSTA;11/02/2025;23:54:06
C;11/02/2025;23:56:04;INTL;P340;;T-MAN;;ARFERREIRA;400004735;BROMOPRIDA G.TEU 10MG 20CP;7266202;220.02.2;FW10;;199;DIV MEDICAMENTO;FW10;10004169951;SEG0;50001883757;199;0;ARFERREIRA;11/02/2025;23:56:04
C;10/02/2025;11:47:09;INTL;P340;;T-MAN;;SBISPO;400003808;LIDOGEL 2% GEL 30G LIDOCAINA NEO.;B24H0221;232.06.6;FW10;;6;DIV MEDICAMENTO;FW10;1721915;SEG0;50001878700;6;0;SBISPO;10/02/2025;11:47:09
C;10/02/2025;11:58:24;INTL;P340;;T-MAN;;ANASCIMENTO;400015981;BETACORTAZOL 20MG/G 30G CR CETOCON BEL;114406;DIV MEDICAMENTO;SEG0;;1;DIV MEDICAMENTO;SEG0;50001850818;SEG0;50001850819;1;0;ANASCIMENTO;10/02/2025;11:58:24
C;10/02/2025;11:59:01;INTL;P340;;T-MAN;;ANASCIMENTO;400015981;BETACORTAZOL 20MG/G 30G CR CETOCON BEL;114406;DIV MEDICAMENTO;SEG0;;12;DIV MEDICAMENTO;SEG0;50001845416;SEG0;50001850819;12;0;ANASCIMENTO;10/02/2025;11:59:01
C;10/02/2025;12:18:57;INTL;P340;;T-MAN;;SBISPO;400010841;ENERGRIP 1G+10MG 10 CP VIT C+ZINCO VIT;30002169;237.27.5;PR30;;11;DIV MEDICAMENTO;PR30;1902553;SEG0;50001877516;11;0;SBISPO;10/02/2025;12:18:57
C;10/02/2025;12:31:13;INTL;P340;;T-MAN;;SBISPO;400008673;SOFT COLOR COLR BORGONHA 46 WELLA;4278C1;230.38.4;PR30;;1;DIV MEDICAMENTO;PR30;1722749;SEG0;50001877517;1;0;SBISPO;10/02/2025;12:31:13
C;10/02/2025;12:50:06;INTL;P340;;T-MAN;;SBISPO;400003157;IBUPROFENO G.MDY 100MG GTS 20ML;ERA02136;226.28.3;PR10;;8;DIV MEDICAMENTO;PR10;50001852327;SEG0;50001877518;8;0;SBISPO;10/02/2025;12:50:06
C;10/02/2025;15:29:08;INTL;P340;;T-MAN;;FBRANDES;400003033;ACICLOVIR G.MDY 50MG/G CR 10 G;EKP14222;MESA;Y831;;1;DIV MEDICAMENTO;Y831;50001878029;SEG0;50001879126;1;0;FBRANDES;10/02/2025;15:29:08
C;10/02/2025;16:12:04;INTL;AUTO;;T-MAN;;JOSILVA;400003920;TADALAFILA G.NEO 20MG 4CP;B24C1959;;;X;1;DIV MEDICAMENTO;SEG0;50001722052;SEG0;50001722052;1;0;JOSILVA;10/02/2025;16:12:03
C;10/02/2025;17:59:20;INTL;AUTO;;T-MAN;;FRODRIGUES;400005854;ACCU-CHEK ACTIVE 10 TESTES ROC.;29518861;;;X;1;AVARIAS;BYP0;10004241222;AVA0;10004241222;1;0;FRODRIGUES;10/02/2025;17:59:16
C;10/02/2025;18:00:25;INTL;P340;;T-MAN;;LFSILVA;400003735;DESOGESTREL G.NEO 75 MCG 3X28CP;B23K0124;216.22.4;PR10;;54;DIV MEDICAMENTO;PR10;1911687;SEG0;50001880087;54;0;LFSILVA;10/02/2025;18:00:25
C;10/02/2025;18:11:01;INTL;P340;;T-MAN;;TSSILVA;400003735;DESOGESTREL G.NEO 75 MCG 3X28CP;B23K0124;MESA;Y831;;3;DIV MEDICAMENTO;Y831;50001876245;SEG0;50001880172;3;0;TSSILVA;10/02/2025;18:11:01
C;10/02/2025;18:15:13;INTL;P340;;T-MAN;;TSSILVA;400003735;DESOGESTREL G.NEO 75 MCG 3X28CP;B23K0124;MESA;Y831;;3;DIV MEDICAMENTO;Y831;50001876245;SEG0;50001880190;3;0;TSSILVA;10/02/2025;18:15:13
C;10/02/2025;18:20:48;INTL;P340;;T-MAN;;FBRANDES;400002670;BROMOPRIDA G.LEG 10MG 20 CA;4H8681;MESA;Y831;;1;DIV MEDICAMENTO;Y831;50001876481;SEG0;50001880249;1;0;FBRANDES;10/02/2025;18:20:48
C;10/02/2025;18:33:24;INTL;P340;;T-MAN;;LFSILVA;400016085;MUPIROCINA 20MG/G 15G POM G. (*) BCM;50019415;222.12.1;PR10;;1;DIV MEDICAMENTO;PR10;1912251;SEG0;50001880290;1;0;LFSILVA;10/02/2025;18:33:24
C;10/02/2025;23:21:48;INTL;AUTO;;T-MAN;;RVSANTOS;400003314;PANTOPRAZOL G.MED 40MG 60CP;OA3069;;;X;64;DIV MEDICAMENTO;OVE0;10004199015;SEG0;10004199015;64;0;RVSANTOS;10/02/2025;23:21:46
C;10/02/2025;23:08:00;INTL;P340;;T-MAN;;JJUNIOR;400007658;SINVASTATINA G.MUL 40MG 30CP;4N5986;MESA;Y831;;2;DIV MEDICAMENTO;Y831;50001879131;SEG0;50001881023;2;0;JJUNIOR;10/02/2025;23:08:00
C;10/02/2025;23:38:55;INTL;P340;;T-MAN;;ARFERREIRA;400001996;LOSARTANA G.GER 50MG 30CP;4H6174;212.27.3;PR10;;83;DIV MEDICAMENTO;PR10;1910933;SEG0;50001881024;83;0;ARFERREIRA;10/02/2025;23:38:55
C;10/02/2025;23:39:47;INTL;P340;;T-MAN;;ARFERREIRA;400004272;CETOCONAZOL+BET+NEOM G.PLB CR 30 G(*);235138;212.29.1;PR10;;4;DIV MEDICAMENTO;PR10;1418991;SEG0;50001881025;4;0;ARFERREIRA;10/02/2025;23:39:47
C;10/02/2025;23:47:52;INTL;P340;;T-MAN;;ARFERREIRA;400005694;NISOFLAN 50MG/ML SUSP 15ML NIMES. GEO.;2415523;216.30.4;PR10;;2;DIV MEDICAMENTO;PR10;1691131;SEG0;50001881026;2;0;ARFERREIRA;10/02/2025;23:47:52
C;10/02/2025;23:48:19;INTL;P340;;T-MAN;;ARFERREIRA;400005694;NISOFLAN 50MG/ML SUSP 15ML NIMES. GEO.;2410847;216.30.4;PR10;;1;DIV MEDICAMENTO;PR10;1717578;SEG0;50001881027;1;0;ARFERREIRA;10/02/2025;23:48:19
C;10/02/2025;23:48:42;INTL;P340;;T-MAN;;ARFERREIRA;400005694;NISOFLAN 50MG/ML SUSP 15ML NIMES. GEO.;2410847;216.30.4;PR10;;3;DIV MEDICAMENTO;PR10;1711301;SEG0;50001881028;3;0;ARFERREIRA;10/02/2025;23:48:42
C;10/02/2025;23:50:04;INTL;P340;;T-MAN;;ARFERREIRA;400015678;NITAZOXANIDA G. EUR 500MG 6 CP;942879;216.38.6;PR10;;14;DIV MEDICAMENTO;PR10;50001870390;SEG0;50001881029;14;0;ARFERREIRA;10/02/2025;23:50:04
C;10/02/2025;23:50:17;INTL;P340;;T-MAN;;ARFERREIRA;400015678;NITAZOXANIDA G. EUR 500MG 6 CP;953964;216.38.6;PR10;;1;DIV MEDICAMENTO;PR10;1903692;SEG0;50001881030;1;0;ARFERREIRA;10/02/2025;23:50:17
C;10/02/2025;23:53:58;INTL;P340;;T-MAN;;ARFERREIRA;400004751;CETOCONAZOL+BETA G.TEU POM 30 G;2672168;217.21.4;PR10;;2;DIV MEDICAMENTO;PR10;1715482;SEG0;50001881031;2;0;ARFERREIRA;10/02/2025;23:53:58
C;10/02/2025;23:55:02;INTL;P340;;T-MAN;;ARFERREIRA;400016366;ONDANSETRONA 8MG 10CP ORODISP G. EMS;4M4078;217.12.2;PR10;;6;DIV MEDICAMENTO;PR10;1716454;SEG0;50001881032;6;0;ARFERREIRA;10/02/2025;23:55:02
C;10/02/2025;23:59:44;INTL;P340;;T-MAN;;ARFERREIRA;400016269;ONDANSETRONA 4MG 10CP ORODISP G. GEO;2410326;218.22.2;PR10;;1;DIV MEDICAMENTO;PR10;1720781;SEG0;50001881033;1;0;ARFERREIRA;10/02/2025;23:59:44
C;09/02/2025;17:31:12;INTL;P340;;T-MAN;;TSSILVA;400002194;NORXACIN 400MG 14CP NORFLOXACINO GLO.(*);A06B00324;224.24.3;PR10;;1;DIV MEDICAMENTO;PR10;1711763;SEG0;50001878279;1;0;TSSILVA;09/02/2025;17:31:12
C;09/02/2025;17:37:56;INTL;P340;;T-MAN;;TSSILVA;400008393;ABIDOR CAF 500MG 20CP PARACETAMOL AIR.;24J0029;219.23.6;PR10;;3;DIV MEDICAMENTO;PR10;1903696;SEG0;50001878280;3;0;TSSILVA;09/02/2025;17:37:56
C;08/02/2025;01:00:43;INTL;AUTO;;T-MAN;;RVSANTOS;400001669;ESCITALOPRAM G.GEO 20MG 30CP(C1);2408368;;;X;60;DIV MEDICAMENTO;PK50;10003862606;SEG0;10003862606;60;0;RVSANTOS;08/02/2025;01:00:42
C;07/02/2025;00:14:25;INTL;P340;;T-MAN;;ARFERREIRA;400000254;NEUTOSS XPE 100ML SALBUTAMOL BEL.;084484;227.03.6;FW10;;1;DIV MEDICAMENTO;FW10;1680734;SEG0;50001874727;1;0;ARFERREIRA;07/02/2025;00:14:25
C;07/02/2025;00:14:35;INTL;P340;;T-MAN;;ARFERREIRA;400000254;NEUTOSS XPE 100ML SALBUTAMOL BEL.;104325;227.03.6;FW10;;1;DIV MEDICAMENTO;FW10;50001874449;SEG0;50001874728;1;0;ARFERREIRA;07/02/2025;00:14:35
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168461;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168462;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168463;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168464;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168465;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168466;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168467;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168468;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168469;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168470;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168471;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168472;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168473;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168474;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168475;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168476;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168478;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168479;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168480;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168481;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168482;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168483;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168484;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168485;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168486;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168487;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168488;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:36;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;X;100;DIV MEDICAMENTO;PR30;10004168489;SEG0;50001874729;100;0;ARFERREIRA;07/02/2025;00:48:36
C;07/02/2025;00:48:49;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;;1;DIV MEDICAMENTO;PR30;1904358;SEG0;50001874730;1;0;ARFERREIRA;07/02/2025;00:48:49
C;07/02/2025;00:49:01;INTL;P340;;T-MAN;;ARFERREIRA;400005381;VERIFIK TESTEGRAV 1TIRA+1TB COLETOR ANL.;871100;231.23.2;PR30;;4;DIV MEDICAMENTO;PR30;1904359;SEG0;50001874731;4;0;ARFERREIRA;07/02/2025;00:49:01
C;07/02/2025;00:56:00;INTL;P340;;T-MAN;;ARFERREIRA;400004801;DOXAZOSINA G.TEU 2MG 30CP;2929533;233.05.4;FW10;;100;DIV MEDICAMENTO;FW10;50001874475;SEG0;50001874732;100;0;ARFERREIRA;07/02/2025;00:56:00
C;07/02/2025;00:56:14;INTL;P340;;T-MAN;;ARFERREIRA;400004801;DOXAZOSINA G.TEU 2MG 30CP;2929533;233.05.4;FW10;;4;DIV MEDICAMENTO;FW10;1902751;SEG0;50001874733;4;0;ARFERREIRA;07/02/2025;00:56:14
C;07/02/2025;00:59:11;INTL;P340;;T-MAN;;ARFERREIRA;400000820;CICLOBENZAPRINA G.EMS 10MG C 10CP;4L3851;233.04.2;FW10;;1;DIV MEDICAMENTO;FW10;1168191;SEG0;50001874734;1;0;ARFERREIRA;07/02/2025;00:59:11
C;07/02/2025;01:05:02;INTL;P340;;T-MAN;;ARFERREIRA;400008679;WELLA SOFT COLOR CAFE EXPRESSO 1.0 WELLA;4230C1;233.38.3;PR30;;3;DIV MEDICAMENTO;PR30;1687805;SEG0;50001874735;3;0;ARFERREIRA;07/02/2025;01:05:02
C;07/02/2025;01:28:17;INTL;P340;;T-MAN;;ARFERREIRA;400004892;NISTATINA G.TEU CR VAG 60G 14 APL;89100813;236.01.5;FW10;;2;DIV MEDICAMENTO;FW10;1910331;SEG0;50001874736;2;0;ARFERREIRA;07/02/2025;01:28:17
C;07/02/2025;01:28:34;INTL;P340;;T-MAN;;ARFERREIRA;400004892;NISTATINA G.TEU CR VAG 60G 14 APL;89100813;236.01.5;FW10;;1;DIV MEDICAMENTO;FW10;10003240367;SEG0;50001874737;1;0;ARFERREIRA;07/02/2025;01:28:34
C;07/02/2025;01:28:49;INTL;P340;;T-MAN;;ARFERREIRA;400004892;NISTATINA G.TEU CR VAG 60G 14 APL;89100814;236.01.5;FW10;;1;DIV MEDICAMENTO;FW10;10003265512;SEG0;50001874738;1;0;ARFERREIRA;07/02/2025;01:28:49
C;07/02/2025;01:29:07;INTL;P340;;T-MAN;;ARFERREIRA;400004892;NISTATINA G.TEU CR VAG 60G 14 APL;89100813;236.01.5;FW10;;25;DIV MEDICAMENTO;FW10;1912181;SEG0;50001874739;25;0;ARFERREIRA;07/02/2025;01:29:07
C;07/02/2025;01:29:19;INTL;P340;;T-MAN;;ARFERREIRA;400004892;NISTATINA G.TEU CR VAG 60G 14 APL;89100813;236.01.5;FW10;;25;DIV MEDICAMENTO;FW10;1912046;SEG0;50001874740;25;0;ARFERREIRA;07/02/2025;01:29:19
