Status da tarefa de depósito;Data da confirmação;Hora da confirmação;Atividade;Tipo proc.depósito;Código de exceção;Fila;Itinerário;Confirmado por;Produto;Descrição breve do produto;Lote;PD origem;Tp.depósito origem;Tarefa depós.p/UC;Qtd.prev.origem UMB;PD destino;Área de atividade;UC de origem;Tipo depós.destino;UC de destino;Qtd.real destino UMB;Qtd.dif.destino UMB;Autor;Data de criação;Hora da criação
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400005681;VITACIN KIDS 30MG 25 GOMAS VIT C GEO.;13082024;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004188622;SEG0;10004188622;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003154;HIDROCLOROTIAZIDA G.SNF 25MG 30CP;ERA06789;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004188996;SEG0;10004188996;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400001809;ACETILCISTEINA G.GER 40MG/ML XPE AD120ML;4F1641;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004191719;SEG0;10004191719;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400001575;ACETILCISTEINA G. GEO 40MG XPE AD 120ML;2415142;MEDICAMENTOS;DEV0;X;9;DIV MEDICAMENTO;DEV0;10004192597;SEG0;10004192597;9;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400000448;PREDNISOLONA G.BIO 3MG/ML SOL OR 60ML;2410625;MEDICAMENTOS;DEV0;X;8;DIV MEDICAMENTO;DEV0;10004192646;SEG0;10004192646;8;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004720;ANLODIPINO 10MG 30CP G. TEUTO;1427501;MEDICAMENTOS;DEV0;X;14;DIV MEDICAMENTO;DEV0;10004193767;SEG0;10004193767;14;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004795;DIP.BETAMETASONA+AC SALIC G.TEU POM 30 G;2388247;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004194124;SEG0;10004194124;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003601;SULFADIAZINA DE PRATA 1% G.NVT CR 30G(*);241691;MEDICAMENTOS;DEV0;X;12;DIV MEDICAMENTO;DEV0;10004196485;SEG0;10004196485;12;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400015932;PREDNISONA     20MG   10CP G. MDY;B109877;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004200759;SEG0;10004200759;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003045;AMIODARONA G.MDY 100MG 30 CP;ERA06881;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004200760;SEG0;10004200760;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003144;FLUCONAZOL G.MDY 150MG 02CP;EKP09180;MEDICAMENTOS;DEV0;X;8;DIV MEDICAMENTO;DEV0;10004200762;SEG0;10004200762;8;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003254;SIMETICONA G.MDY 125MG 10CA GEL;EKP11712;MEDICAMENTOS;DEV0;X;13;DIV MEDICAMENTO;DEV0;10004200764;SEG0;10004200764;13;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400008072;ONDANSETRONA G. MDY 4MG 10 CP;2427908;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004200765;SEG0;10004200765;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003033;ACICLOVIR G.MDY 50MG/G CR 10 G;EKP14222;MEDICAMENTOS;DEV0;X;12;DIV MEDICAMENTO;DEV0;10004200766;SEG0;10004200766;12;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003034;ACIDO MEFENAMICO G.MDY 500MG 12CP;EKP09833;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004200767;SEG0;10004200767;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003052;ANLODIPINO G.MDY 05MG 30CP;EKP09592;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004200768;SEG0;10004200768;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003094;CETOPROFENO G.MDY SOL 20ML;ERA02307;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200769;SEG0;10004200769;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003124;DICLOF DIETILAMONIO G.MDY GEL 60 G;EKP08200;MEDICAMENTOS;DEV0;X;12;DIV MEDICAMENTO;DEV0;10004200770;SEG0;10004200770;12;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400009191;DIPIRONA G. MDY 1 G 10 CP;EKP10999;MEDICAMENTOS;DEV0;X;24;DIV MEDICAMENTO;DEV0;10004200771;SEG0;10004200771;24;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003126;DICLOFENACO POTASSICO G.MDY 50MG 20CP;EKP04103;MEDICAMENTOS;DEV0;X;12;DIV MEDICAMENTO;DEV0;10004200775;SEG0;10004200775;12;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003154;HIDROCLOROTIAZIDA G.SNF 25MG 30CP;ERA06790;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004200777;SEG0;10004200777;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003233;RAMIPRIL G.MDY 5MG 30CP;EKP12462;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004200780;SEG0;10004200780;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004309;GLICLAZIDA G.PLB 30MG 60CP;3023639;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200842;SEG0;10004200842;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400005312;BENZODERM EMULSAO 100ML BENZ. BENZ. PHA.;73-030/24;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200843;SEG0;10004200843;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400006266;BISMU-JET 25MG GTS 20ML PROCAI.+ASS LEG.;4E3681;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200846;SEG0;10004200846;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400008890;REPOFLOR 250 MG 10 SC SACCHA BOU LEG.;4G7459;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200849;SEG0;10004200849;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400002863;REPOFLOR 200 MG 04 SC 1G SACCHA BOU LEG.;4K7078;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200850;SEG0;10004200850;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400015929;SUAVICID 40+0,5+0,1MG/G   10G LEG;4J9582;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004200851;SEG0;10004200851;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400000557;PIOLETAL LOC 10MG 60ML PERMETRINA DEL.;00051019;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200852;SEG0;10004200852;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400006093;ACERATUM 10ML SOL OTOL PEROX. UREIA CEL.;00049512;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200854;SEG0;10004200854;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400000711;ALLEXOFEDRIN 120MG10CP FEXOFENADINA EMS.;4K5273;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004200855;SEG0;10004200855;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400006255;CLOPE 3,54MG/ML XPE 120ML CLOPERAST EMS.;4L7197;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004200856;SEG0;10004200856;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400000937;ESMOG 40MG 28CP ESOMEPRAZOL EMS.;4A4748;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004200857;SEG0;10004200857;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400000974;GEROVITAL COMP VITAM 60CA EMS.;4A9106;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004200858;SEG0;10004200858;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003848;NEO FRESH SOL OFT 5MG 15ML NEO.;B24H2062;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004200859;SEG0;10004200859;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004784;DEXCLORFENIRAMINA+BETA G.TEU XPE 120ML;2743379;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004203229;SEG0;10004203229;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004909;PROFERGAN 20MG CR 30G PROMETAZINA TEU.;80610222;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004203971;SEG0;10004203971;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004837;IBUPRIL 400MG 10CA GEL IBUPROFENO TEU.;6029178;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004207056;SEG0;10004207056;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004685;COMPLEXO B 100CP PVT.;18970;MEDICAMENTOS;DEV0;X;18;DIV MEDICAMENTO;DEV0;10004207495;SEG0;10004207495;18;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003687;AMOXICILINA G.NEO 500MG 21CA(*);B24H3505;MEDICAMENTOS;DEV0;X;9;DIV MEDICAMENTO;DEV0;10004208514;SEG0;10004208514;9;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400006194;ATENOLOL+CLORTALID G.GER 50/12,5MG 30CP;4C4811;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004209006;SEG0;10004209006;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003114;CLOTRIMAZOL G.MDY CR VAG 20G 3 APL;EKP10245;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004212241;SEG0;10004212241;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400006157;ALGEST.+ESTR. G.LEG 150/10MG/ML INJ 1AP;4H2218.1;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004213790;SEG0;10004213790;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400005313;BENZODERM SAB 60G BENZOATO BENZILA PHA.;74-016/24;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004214118;SEG0;10004214118;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003869;NEOTOSS XPE AD 100ML DROPROPIZINA NEO.;B24J0573;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004214123;SEG0;10004214123;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400010112;LEVOTIROXINA SÓDICA G.MER 50  MCG 30 CP;BR170481;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004214125;SEG0;10004214125;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400010108;LEVOTIROXINA SÓDICA G.MER 125 MCG 30 CP;BR170699;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004214129;SEG0;10004214129;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400001629;CIXIN 0,5MG 20CP COLCHICINA GEO.;2413697;MEDICAMENTOS;DEV0;X;2;DIV MEDICAMENTO;DEV0;10004214132;SEG0;10004214132;2;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400002528;PREDNISOLONA G.BIO 20MG 10CP;2410072;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004214235;SEG0;10004214235;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400007991;ÓLEO MINERAL TRADICIONAL 100ML IMC.;0430636;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004214803;SEG0;10004214803;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400006111;NASONEW AIRES BABY SOL100ML SOD+BEN AIR.;24I0093;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004214951;SEG0;10004214951;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004863;LOZAN CR 30G CETOCONAZOL TEU.;0086501;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004215009;SEG0;10004215009;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400004804;ENALAPRIL G.TEU 10MG 30CP;26224204;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004215014;SEG0;10004215014;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400001733;NISTATINA G.GEO CR VAG 60G 14 APL;2411846;MEDICAMENTOS;DEV0;X;4;DIV MEDICAMENTO;DEV0;10004215043;SEG0;10004215043;4;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400003725;CIPROFIBRATO G.NEO 100MG 30CP;B24J1848;MEDICAMENTOS;DEV0;X;3;DIV MEDICAMENTO;DEV0;10004215148;SEG0;10004215148;3;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400016267;FLUIAR 600MG 16ENV GRAN AD ACET MED;0118;MEDICAMENTOS;DEV0;X;12;DIV MEDICAMENTO;DEV0;10004215179;SEG0;10004215179;12;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400009568;VITAMINA D3 15000UI 4CA BLB.;40204829;MEDICAMENTOS;DEV0;X;6;DIV MEDICAMENTO;DEV0;10004215201;SEG0;10004215201;6;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400000427;LORATADINA G.BIO 1MG/ML XPE 100ML;2317961;MEDICAMENTOS;DEV0;X;24;DIV MEDICAMENTO;DEV0;10004215217;SEG0;10004215217;24;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:33:26;INTL;AUTO;;T-MAN;;EMENDONCA;400009383;MIRADOR DE COLICA BUTIL BRO. 20CP NEO.;B24H3554;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004215223;SEG0;10004215223;1;0;EMENDONCA;10/02/2025;11:33:26
C;10/02/2025;11:40:41;INTL;AUTO;;T-MAN;;EMENDONCA;400003841;NAPRONAX 550MG 10CP NAPROXENO NEO.;B24J2509;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;5402434;SEG0;5402434;1;0;EMENDONCA;10/02/2025;11:40:41
C;10/02/2025;11:41:16;INTL;AUTO;;T-MAN;;EMENDONCA;400003841;NAPRONAX 550MG 10CP NAPROXENO NEO.;B24F1236;MEDICAMENTOS;DEV0;X;1;DIV MEDICAMENTO;DEV0;10004197448;SEG0;10004197448;1;0;EMENDONCA;10/02/2025;11:41:16
C;10/02/2025;11:56:33;INTL;P340;;T-MAN;;DTEIXEIRA;400003760;ENALAPRIL G.NEO 10MG 30CP;B24G0204;221.07.3;FW10;;1;DIV MEDICAMENTO;FW10;5241914;SEG0;60004443336;1;0;DTEIXEIRA;10/02/2025;11:56:33
C;10/02/2025;11:59:14;INTL;P340;;T-MAN;;DTEIXEIRA;400001172;SOMINEX 20CP PASSIFLORA+ASSOC EMS.;4L7987;221.05.5;FW10;;1;DIV MEDICAMENTO;FW10;5401547;SEG0;60004443339;1;0;DTEIXEIRA;10/02/2025;11:59:14
C;10/02/2025;12:09:54;INTL;P340;SPLT;T-MAN;;TERCRJ04;400003678;ACEBROFILINA G.NEO 10MG/ML XPE AD 120ML;B24K3122;230.28.1;PR10;;11;AVARIAS;PR10;10004091526;AVA0;60004443399;11;0;TERCRJ04;10/02/2025;12:09:54
C;10/02/2025;12:38:20;INTL;P340;;T-MAN;;LMACEDO;400004817;FERRONIL 40MG 50CP SULF FERROSO TEU.;04891543;DESVIO QUALID;SEG0;;1;DIV MEDICAMENTO;SEG0;60004432983;SEG0;60004443477;1;0;LMACEDO;10/02/2025;12:38:20
C;10/02/2025;13:42:37;INTL;P340;;T-MAN;;DTEIXEIRA;400006275;PREVIANE 3X21CP GESTODENO+ETINIL LEG.;4H0802;222.21.6;FW10;;4;DIV MEDICAMENTO;FW10;5151425;SEG0;60004443579;4;0;DTEIXEIRA;10/02/2025;13:42:37
C;10/02/2025;13:58:42;INTL;P340;;T-MAN;;DTEIXEIRA;400003194;NISTATINA G.MDY CR VAG 60G 14 APL;EKP07070;226.02.4;FW10;;2;DIV MEDICAMENTO;FW10;10003996599;SEG0;60004443711;2;0;DTEIXEIRA;10/02/2025;13:58:42
C;10/02/2025;14:05:57;INTL;P340;;T-MAN;;CLFARIA;400007651;GASTROBEM SUSP ORAL 240ML NAT.;0026328;227.35.1;FW10;;13;DIV MEDICAMENTO;FW10;5411703;SEG0;60004443718;13;0;CLFARIA;10/02/2025;14:05:57
C;10/02/2025;14:25:18;INTL;P340;SPLT;T-MAN;;BLSILVA;400003819;MASSAGEOL AEROSOL120ML METILA+ASSOC NEO.;B24J0428;231.10.2;PR70;;5;AVARIAS;PR70;5255875;AVA0;60004443883;5;0;BLSILVA;10/02/2025;14:25:18
C;10/02/2025;14:28:32;INTL;P340;;T-MAN;;DTEIXEIRA;400001100;PARACETAMOL G.EMS 750MG 20CP;4M3457;225.29.3;FW10;;1;DIV MEDICAMENTO;FW10;10004110556;SEG0;60004443825;1;0;DTEIXEIRA;10/02/2025;14:28:32
C;10/02/2025;14:28:59;INTL;P340;;T-MAN;;DTEIXEIRA;400001100;PARACETAMOL G.EMS 750MG 20CP;4M3457;225.29.3;FW10;;48;DIV MEDICAMENTO;FW10;10004079413;SEG0;60004443827;48;0;DTEIXEIRA;10/02/2025;14:28:59
C;10/02/2025;14:29:18;INTL;P340;;T-MAN;;DTEIXEIRA;400001100;PARACETAMOL G.EMS 750MG 20CP;4J1483;225.29.3;FW10;;2;DIV MEDICAMENTO;FW10;5401902;SEG0;60004443828;2;0;DTEIXEIRA;10/02/2025;14:29:18
C;10/02/2025;14:29:38;INTL;P340;;T-MAN;;DTEIXEIRA;400001100;PARACETAMOL G.EMS 750MG 20CP;4M3457;225.29.3;FW10;;1;DIV MEDICAMENTO;FW10;5251703;SEG0;60004443829;1;0;DTEIXEIRA;10/02/2025;14:29:38
C;10/02/2025;14:29:55;INTL;P340;;T-MAN;;DTEIXEIRA;400001100;PARACETAMOL G.EMS 750MG 20CP;4M3457;225.29.3;FW10;;48;DIV MEDICAMENTO;FW10;5242287;SEG0;60004443920;48;0;DTEIXEIRA;10/02/2025;14:29:55
C;10/02/2025;14:30:11;INTL;P340;;T-MAN;;DTEIXEIRA;400001100;PARACETAMOL G.EMS 750MG 20CP;4M3457;225.29.3;FW10;;1;DIV MEDICAMENTO;FW10;10003965916;SEG0;60004443921;1;0;DTEIXEIRA;10/02/2025;14:30:11
C;10/02/2025;14:39:28;INTL;P340;;T-MAN;;WSOUZA;400016461;BILASTINA 20MG 30CP G. NEO;B24C0461;213.32.6;FW10;;1;DIV MEDICAMENTO;FW10;5251720;SEG0;60004443923;1;0;WSOUZA;10/02/2025;14:39:28
C;10/02/2025;14:44:07;INTL;P340;SPLT;T-MAN;;LASILVA;400009943;VITAMINA D3 50000UI 4CA COLECALCIF.NEO.;B24G0273;222.05.3;FW10;;1;AVARIAS;FW10;5411936;AVA0;60004443924;1;0;LASILVA;10/02/2025;14:44:07
C;10/02/2025;14:45:38;INTL;P340;;T-MAN;;DTEIXEIRA;400000134;APIS FRESH MEL PROP MENTA SPR 35ML ART.;0055-017/2;225.36.1;FW10;;72;DIV MEDICAMENTO;FW10;5412280;SEG0;60004443926;72;0;DTEIXEIRA;10/02/2025;14:45:38
C;10/02/2025;14:56:45;INTL;P340;;T-MAN;;CLFARIA;400004365;KAOSEC 2MG 50X4CP LOPERAMIDA PHA.;91-148/24;DIV MEDICAMENTO;SEG0;;1;DIV MEDICAMENTO;SEG0;10004023755;SEG0;10003136215;1;0;CLFARIA;10/02/2025;14:56:45
C;10/02/2025;15:10:58;INTL;P340;;T-MAN;;DTEIXEIRA;400007030;TELMISARTANA G. ALT 80 MG 30 CP;24100252;223.26.7;FW10;;10;DIV MEDICAMENTO;FW10;5410109;SEG0;60004444056;10;0;DTEIXEIRA;10/02/2025;15:10:58
C;10/02/2025;15:11:15;INTL;P340;;T-MAN;;DTEIXEIRA;400001691;GLICAMIN 5MG 30CP GLIBENCLAMIDA GEO.;2414468;222.27.4;FW10;;2;DIV MEDICAMENTO;FW10;5411032;SEG0;60004444057;2;0;DTEIXEIRA;10/02/2025;15:11:15
C;10/02/2025;15:13:45;INTL;P340;;T-MAN;;DTEIXEIRA;400003322;SIMETICONA G.MED 125MG 10 CA;OA0480;223.23.4;FW10;;8;DIV MEDICAMENTO;FW10;10003247659;SEG0;60004444121;8;0;DTEIXEIRA;10/02/2025;15:13:45
C;10/02/2025;15:22:46;INTL;P340;;T-MAN;;WSOUZA;400004778;DEXAMETASONA G.TEU 4MG 10CP;94570472;213.02.4;FW10;;7;DIV MEDICAMENTO;FW10;5150268;SEG0;60004444125;7;0;WSOUZA;10/02/2025;15:22:46
C;10/02/2025;15:23:11;INTL;P340;;T-MAN;;WSOUZA;400004778;DEXAMETASONA G.TEU 4MG 10CP;94570486;213.02.4;FW10;;3;DIV MEDICAMENTO;FW10;5253684;SEG0;60004444126;3;0;WSOUZA;10/02/2025;15:23:11
C;10/02/2025;15:23:42;INTL;P340;;T-MAN;;WSOUZA;400004778;DEXAMETASONA G.TEU 4MG 10CP;94570446;213.02.4;FW10;;5;DIV MEDICAMENTO;FW10;10003650961;SEG0;60004444127;5;0;WSOUZA;10/02/2025;15:23:42
C;10/02/2025;15:24:19;INTL;P340;;T-MAN;;WSOUZA;400004778;DEXAMETASONA G.TEU 4MG 10CP;94570437;213.02.4;FW10;;3;DIV MEDICAMENTO;FW10;5402483;SEG0;60004444128;3;0;WSOUZA;10/02/2025;15:24:19
C;10/02/2025;15:29:17;INTL;P340;;T-MAN;;DTEIXEIRA;400009896;HIDRALI SAIS FRAMB PO SOL 4ENV AIR.;24I0019;221.19.7;PR10;;1;DIV MEDICAMENTO;PR10;10003861426;SEG0;60004444129;1;0;DTEIXEIRA;10/02/2025;15:29:17
C;10/02/2025;15:29:40;INTL;P340;;T-MAN;;DTEIXEIRA;400009896;HIDRALI SAIS FRAMB PO SOL 4ENV AIR.;24I0019;221.19.7;PR10;;9;DIV MEDICAMENTO;PR10;10003861421;SEG0;60004444330;9;0;DTEIXEIRA;10/02/2025;15:29:40
C;10/02/2025;15:30:05;INTL;P340;;T-MAN;;CLFARIA;400003254;SIMETICONA G.MDY 125MG 10CA GEL;EKP10541;DIV MEDICAMENTO;SEG0;;2;DIV MEDICAMENTO;SEG0;60004427667;SEG0;60004326684;2;0;CLFARIA;10/02/2025;15:30:05
C;10/02/2025;15:35:54;INTL;P340;;T-MAN;;CLFARIA;400003254;SIMETICONA G.MDY 125MG 10CA GEL;EKP09117;DIV MEDICAMENTO;SEG0;;1;DIV MEDICAMENTO;SEG0;60004431968;SEG0;60004421879;1;0;CLFARIA;10/02/2025;15:35:54
C;10/02/2025;15:35:08;INTL;P340;;T-MAN;;DTEIXEIRA;400000020;FLUIVE 40MG/ML 120ML ACETIL AIR.;24H0679;222.37.1;FW10;;3;DIV MEDICAMENTO;FW10;5241419;SEG0;60004444334;3;0;DTEIXEIRA;10/02/2025;15:35:08
